idx,main_speaker,title,details,posted,url,num_views
ad68d4452ff3a65a8c03d480528b13dd,Camille Langston,How to use rhetoric to get what you want,"How do you get what you want, using just your words? Aristotle set out to answer exactly that question over two thousand years ago with a treatise on rhetoric. Camille A. Langston describes the fundamentals of deliberative rhetoric and shares some tips for appealing to an audience's ethos, logos, and pathos in your next speech. [Directed by Hector Herrera, narrated by Addison Anderson].",Posted Sep 2016,https://www.ted.com/talks/camille_langston_how_to_use_rhetoric_to_get_what_you_want,
69b870a82cdb23a56287adf9b7a6df35,David Burkus,Why you should know how much your coworkers get paid,"How much do you get paid? How does it compare to the people you work with? You should know, and so should they, says management researcher David Burkus. In this talk, Burkus questions our cultural assumptions around keeping salaries secret and makes a compelling case for why sharing them could benefit employees, organizations and society.",Posted Sep 2016,https://www.ted.com/talks/david_burkus_why_you_should_know_how_much_your_coworkers_get_paid,
d03a53a834dc1f8d5a63cb1c2a063111,NWHunter,How do contraceptives work?,"Contraceptives are designed to prevent pregnancy in three basic ways: they either block sperm, disable sperm before they reach the uterus, or suppress ovulation. But is one strategy better than the other? And how does each one work? NWHunter describes the mechanics behind different kinds of contraceptives. [Directed by Draško Ivezić, narrated by Julianna Zarzycki].",Posted Sep 2016,https://www.ted.com/talks/nwhunter_how_do_contraceptives_work,
ea22fa1d2b1dfc0bfd1b6a2b7e14ab19,Eric Liu,There's no such thing as not voting,"Many people like to talk about how important voting is, how it's your civic duty and responsibility as an adult. Eric Liu agrees with all that, but he also thinks it's time to bring joy back to the ballot box. The former political speechwriter details how he and his team are fostering the culture around voting in the 2016 US presidential election -- and closes with a powerful analysis of why anyone eligible should show up on Election Day.",Posted Sep 2016,https://www.ted.com/talks/eric_liu_there_s_no_such_thing_as_not_voting,
d429b052f5a08d13625282604d40c12f,Abigail Marsh,Why some people are more altruistic than others,"Why do some people do selfless things, helping other people even at risk to their own well-being? Psychology researcher Abigail Marsh studies the motivations of people who do extremely altruistic acts, like donating a kidney to a complete stranger. Are their brains just different?",Posted Sep 2016,https://www.ted.com/talks/abigail_marsh_why_some_people_are_more_altruistic_than_others,
317c90c19314374f90138fda556846ab,Michael Murphy,Architecture that's built to heal,"Architecture is more than a clever arrangement of bricks. In this eloquent talk, Michael Murphy shows how he and his team look far beyond the blueprint when they're designing. Considering factors from airflow to light, theirs is a holistic approach that produces community as well as (beautiful) buildings. He takes us on a tour of projects in countries such as Rwanda and Haiti, and reveals a moving, ambitious plan for The Memorial to Peace and Justice, which he hopes will heal hearts in the American South.",Posted Sep 2016,https://www.ted.com/talks/michael_murphy_architecture_that_s_built_to_heal,
dda212a241cd74b60a5ee34253066786,Michael Shellenberger,How fear of nuclear power is hurting the environment,"""We're not in a clean energy revolution; we're in a clean energy crisis,"" says climate policy expert Michael Shellenberger. His surprising solution: nuclear. In this passionate talk, he explains why it's time to overcome longstanding fears of the technology, and why he and other environmentalists believe it's past time to embrace nuclear as a viable and desirable source of clean power.",Posted Sep 2016,https://www.ted.com/talks/michael_shellenberger_how_fear_of_nuclear_power_is_hurting_the_environment,
1b925490e541738cb30509dc8525c25f,Julie Lythcott-Haims,How to raise successful kids — without over-parenting,"By loading kids with high expectations and micromanaging their lives at every turn, parents aren't actually helping. At least, that's how Julie Lythcott-Haims sees it. With passion and wry humor, the former Dean of Freshmen at Stanford makes the case for parents to stop defining their children's success via grades and test scores. Instead, she says, they should focus on providing the oldest idea of all: unconditional love.",Posted Sep 2016,https://www.ted.com/talks/julie_lythcott_haims_how_to_raise_successful_kids_without_over_parenting,
2a695343b46e1547b8675d215c8ea056,Neha Narula,The future of money,"What happens when the way we buy, sell and pay for things changes, perhaps even removing the need for banks or currency exchange bureaus? That's the radical promise of a world powered by cryptocurrencies like Bitcoin and Ethereum. We're not there yet, but in this sparky talk, digital currency researcher Neha Narula describes the collective fiction of money -- and paints a picture of a very different looking future.",Posted Sep 2016,https://www.ted.com/talks/neha_narula_the_future_of_money,
819196ea76d6756cf792ee9fbfe64fab,Franz Freudenthal,A new way to heal hearts without surgery,"At the intersection of medical invention and indigenous culture, pediatric cardiologist Franz Freudenthal mends holes in the hearts of children across the world, using a device born from traditional Bolivian loom weaving. ""The most complex problems in our time,"" he says, ""can be solved with simple techniques, if we are able to dream.""",Posted Sep 2016,https://www.ted.com/talks/franz_freudenthal_a_new_way_to_heal_hearts_without_surgery,
3b8ad9a282675bb618296162ee07ce6d,David Camarillo,Why helmets don't prevent concussions — and what might,"What is a concussion? Probably not what you think it is. In this talk from the cutting edge of research, bioengineer (and former football player) David Camarillo shows what really happens during a concussion -- and why standard sports helmets don't prevent it. Here's what the future of concussion prevention looks like.",Posted Sep 2016,https://www.ted.com/talks/david_camarillo_why_helmets_don_t_prevent_concussions_and_what_might,
af769558998a8e51171c9c7579479817,Courtney E. Martin,The new American Dream,"For the first time in history, the majority of American parents don't think their kids will be better off than they were. This shouldn't be a cause for alarm, says journalist Courtney E. Martin. Rather, it's an opportunity to define a new approach to work and family that emphasizes community and creativity. ""The biggest danger is not failing to achieve the American Dream,"" she says in a talk that will resonate far beyond the US. ""The biggest danger is achieving a dream that you don't actually believe in.""",Posted Sep 2016,https://www.ted.com/talks/courtney_e_martin_the_new_american_dream,
29dcf2b0b5badf0f9710c38069e4db83,Krystian Aparta,One of the most difficult words to translate...,"As simple as it seems, it's often impossible to accurately translate the word ""you"" without knowing a lot more about the situation where it's being said. Krystian Aparta describes the specific reasons why it can be difficult, citing examples from many different languages. [Directed by Avi Ofer, narrated by Addison Anderson, music by Wonder Boy Audio]. ",Posted Sep 2016,https://www.ted.com/talks/krystian_aparta_one_of_the_most_difficult_words_to_translate,
3a663c513a16c89bc92897805dafe96c,Sal Khan,Let's teach for mastery — not test scores,"Would you choose to build a house on top of an unfinished foundation? Of course not. Why, then, do we rush students through education when they haven't always grasped the basics? Yes, it's complicated, but educator Sal Khan shares his plan to turn struggling students into scholars by helping them master concepts at their own pace.",Posted Sep 2016,https://www.ted.com/talks/sal_khan_let_s_teach_for_mastery_not_test_scores,
4afc454afb74c00b6b1f62dcc3ebe05e,James Veitch,The agony of trying to unsubscribe,"It happens to all of us: you unsubscribe from an unwanted marketing email, and a few days later another message from the same company pops up in your inbox. Comedian James Veitch turned this frustration into whimsy when a local supermarket refused to take no for an answer. Hijinks ensued.",Posted Sep 2016,https://www.ted.com/talks/james_veitch_the_agony_of_trying_to_unsubscribe,
f444892f8f7d69fb907a1189f82e694c,Jonathan Tepperman,The risky politics of progress,"Global problems such as terrorism, inequality and political dysfunction aren't easy to solve, but that doesn't mean we should stop trying. In fact, suggests journalist Jonathan Tepperman, we might even want to think riskier. He traveled the world to ask global leaders how they're tackling hard problems -- and unearthed surprisingly hopeful stories that he's distilled into three tools for problem-solving.",Posted Sep 2016,https://www.ted.com/talks/jonathan_tepperman_the_risky_politics_of_progress,
6a9384296b08d309e40057aac601936d,Kio Stark,Why you should talk to strangers,"""When you talk to strangers, you're making beautiful interruptions into the expected narrative of your daily life -- and theirs,"" says Kio Stark. In this delightful talk, Stark explores the overlooked benefits of pushing past our default discomfort when it comes to strangers and embracing those fleeting but profoundly beautiful moments of genuine connection.",Posted Aug 2016,https://www.ted.com/talks/kio_stark_why_you_should_talk_to_strangers,
491aadf847bc3eb4a2c1794382d573cd,Christopher Bell,Bring on the female superheroes!,"Why is it so hard to find female superhero merchandise? In this passionate, sparkling talk, media studies scholar (and father of a Star Wars-obsessed daughter) Christopher Bell addresses the alarming lack of female superheroes in the toys and products marketed to kids -- and what it means for how we teach them about the world.",Posted Aug 2016,https://www.ted.com/talks/christopher_bell_bring_on_the_female_superheroes,
6dfcf184d8fe4dfc7f317177d731945d,Akshita Agarwal,The paradox of value,"Imagine you're on a game show and you can choose between two prizes: a diamond ... or a bottle of water. It's an easy choice – the diamonds are more valuable. But if given the same choice when you were dehydrated in the desert, after wandering for days, would you choose differently? Why? Aren't diamonds still more valuable? Akshita Agarwal explains the paradox of value. [Directed by Qa'ed Mai, narrated by Julianna Zarzycki].",Posted Aug 2016,https://www.ted.com/talks/akshita_agarwal_the_paradox_of_value,
202e9d77351e0c9d03ae152fff494342,Julia Bacha,How women wage conflict without violence,"Are you setting out to change the world? Here's a stat you should know: nonviolent campaigns are 100 percent more likely to succeed than violent ones. So why don't more groups use nonviolence when faced with conflict? Filmmaker Julia Bacha shares stories of effective nonviolent resistance, including eye-opening research on the crucial leadership role that women play.",Posted Aug 2016,https://www.ted.com/talks/julia_bacha_how_women_wage_conflict_without_violence,
ec7afcde32d90121cd42368e89473aba,Vanessa Ruiz,The spellbinding art of human anatomy,"Vanessa Ruiz takes us on an illustrated journey of human anatomical art over the centuries, sharing captivating images that bring this visual science -- and the contemporary artists inspired by it -- to life. ""Anatomical art has the power to reach far beyond the pages of a medical textbook,"" she says, ""connecting our innermost selves with our bodies through art.""",Posted Aug 2016,https://www.ted.com/talks/vanessa_ruiz_the_spellbinding_art_of_human_anatomy,
ee5d897eb842b1f92ffe3c30207eef78,Don Tapscott,How the blockchain is changing money and business,"What is the blockchain? If you don't know, you should; if you do, chances are you still need some clarification on how it actually works. Don Tapscott is here to help, demystifying this world-changing, trust-building technology which, he says, represents nothing less than the second generation of the internet and holds the potential to transform money, business, government and society.",Posted Aug 2016,https://www.ted.com/talks/don_tapscott_how_the_blockchain_is_changing_money_and_business,
67f648316d9f46c1ebf32d2fa0f1b85b,Laura Boushnak,The deadly legacy of cluster bombs,"The destruction of war doesn't stop when the fighting is over. Photographer and TED Fellow Laura Boushnak shares a powerful photo essay about the survivors of cluster bombs, people who encountered these deadly submunitions years after the end of conflict. With her haunting photos, Boushnak asks those who still produce and condone the use of these weapons to abandon them.",Posted Aug 2016,https://www.ted.com/talks/laura_boushnak_the_deadly_legacy_of_cluster_bombs,
5919eed7ada0323e6fd3cfbcf152d021,Timothy Ihrig,What we can do to die well,"The healthcare industry in America is so focused on pathology, surgery and pharmacology -- on what doctors ""do"" to patients -- that it often overlooks the values of the human beings it's supposed to care for. Palliative care physician Timothy Ihrig explains the benefits of a different approach, one that fosters a patient's overall quality of life and navigates serious illness from diagnosis to death with dignity and compassion.",Posted Aug 2016,https://www.ted.com/talks/timothy_ihrig_what_we_can_do_to_die_well,
d291a59a84572613245383b35edbcb7e,Olivier Scalabre,The next manufacturing revolution is here,"Economic growth has been slowing for the past 50 years, but relief might come from an unexpected place -- a new form of manufacturing that is neither what you thought it was nor where you thought it was. Industrial systems thinker Olivier Scalabre details how a fourth manufacturing revolution will produce a macroeconomic shift and boost employment, productivity and growth.",Posted Aug 2016,https://www.ted.com/talks/olivier_scalabre_the_next_manufacturing_revolution_is_here,
3685788e39029a16d18ecec407c9212c,Gonzalo Vilariño,How Argentina's blind soccer team became champions,"With warmth and respect, Gonzalo Vilariño tells the captivating story of Argentina's blind soccer team -- and how a sincere belief in themselves and their capabilities transformed the players from humble beginnings into two-time World Champions. ""You have to get out there and play every game in this beautiful tournament that we call life,"" Vilariño says. (In Spanish with English subtitles)",Posted Aug 2016,https://www.ted.com/talks/gonzalo_vilarino_how_argentina_s_blind_soccer_team_became_champions,
282e54796f1b3d5ca00e250a7a249fc7,Anand Giridharadas,A letter to all who have lost in this era,"Summer, 2016: amid populist revolts, clashing resentments and fear, writer Anand Giridharadas doesn't give a talk but reads a letter. It's from those who have won in this era of change, to those who have, or feel, lost. It confesses to ignoring pain until it became anger. It chides an idealistic yet remote elite for its behind-closed-doors world-saving and airy, self-serving futurism — for at times worrying more about sending people to Mars than helping them on Earth. And it rejects the exclusionary dogmas to which we cling, calling us instead to ""dare to commit to the dream of each other.""",Posted Aug 2016,https://www.ted.com/talks/anand_giridharadas_a_letter_to_all_who_have_lost_in_this_era,
309945f52273c5a157020e0613cd637f,Sarah Parcak,Hunting for Peru's lost civilizations — with satellites,"Around the world, hundreds of thousands of lost ancient sites lie buried and hidden from view. Satellite archaeologist Sarah Parcak is determined to find them before looters do. With the 2016 TED Prize, Parcak is building an online citizen-science tool called GlobalXplorer that will train an army of volunteer explorers to find and protect the world's hidden heritage. In this talk, she offers a preview of the first place they'll look: Peru -- the home of Machu Picchu, the Nazca lines and other archaeological wonders waiting to be discovered.",Posted Aug 2016,https://www.ted.com/talks/sarah_parcak_hunting_for_peru_s_lost_civilizations_with_satellites,
164b2ad3b9071f41bb4fd74d4ddcfc8b,James Green,3 moons and a planet that could have alien life,Is there life beyond Earth? Join NASA's director of planetary science James Green for a survey of the places in our solar system that are most likely to harbor alien life.,Posted Aug 2016,https://www.ted.com/talks/james_green_3_moons_and_a_planet_that_could_have_alien_life,
9df014207b2470b6956cea6859c91536,Monica Araya,A small country with big ideas to get rid of fossil fuels,"How do we build a society without fossil fuels? Using her native Costa Rica as an example of positive action on environmental protection and renewables, climate advocate Monica Araya outlines a bold vision for a world committed to clean energy in all sectors.",Posted Aug 2016,https://www.ted.com/talks/monica_araya_a_small_country_with_big_ideas_to_get_rid_of_fossil_fuels,
d9251c67a5b6c4817b919bee101676ce,Dave Brain,What a planet needs to sustain life,"""Venus is too hot, Mars is too cold, and Earth is just right,"" says planetary scientist Dave Brain. But why? In this pleasantly humorous talk, Brain explores the fascinating science behind what it takes for a planet to host life -- and why humanity may just be in the right place at the right time when it comes to the timeline of life-sustaining planets.",Posted Aug 2016,https://www.ted.com/talks/dave_brain_what_a_planet_needs_to_sustain_life,
a2bbf9540b3af8330ebd4b6f6350093f,Ngozi Okonjo-Iweala,How Africa can keep rising,"African growth is a trend, not a fluke, says economist and former Finance Minister of Nigeria Ngozi Okonjo-Iweala. In this refreshingly candid and straightforward talk, Okonjo-Iweala describes the positive progress on the continent and outlines eight challenges African nations still need to address in order to create a better future.",Posted Aug 2016,https://www.ted.com/talks/ngozi_okonjo_iweala_how_africa_can_keep_rising,
13d0ec6ad8c9b3024a8a54ee21f06e1f,Molly Winter,The taboo secret to better health,"Our poop and pee have superpowers, but for the most part we don't harness them. Molly Winter faces down our squeamishness and asks us to see what goes down the toilet as a resource, one that can help fight climate change, spur innovation and even save us money.",Posted Aug 2016,https://www.ted.com/talks/molly_winter_the_taboo_secret_to_better_health,
4f19b70b19a3b6535984650e2135f633,Martin Reeves,How to build a business that lasts 100 years,"If you want to build a business that lasts, there may be no better place to look for inspiration than your own immune system. Join strategist Martin Reeves as he shares startling statistics about shrinking corporate life spans and explains how executives can apply six principles from living organisms to build resilient businesses that flourish in the face of change.",Posted Aug 2016,https://www.ted.com/talks/martin_reeves_how_to_build_a_business_that_lasts_100_years,
b16e06e350301cb31d46e87ea6a6eaf8,Anthony Goldbloom,The jobs we'll lose to machines — and the ones we won't,"Machine learning isn't just for simple tasks like assessing credit risk and sorting mail anymore -- today, it's capable of far more complex applications, like grading essays and diagnosing diseases. With these advances comes an uneasy question: Will a robot do your job in the future?",Posted Aug 2016,https://www.ted.com/talks/anthony_goldbloom_the_jobs_we_ll_lose_to_machines_and_the_ones_we_won_t,
6c8d23711996de6617d2beeb98d29575,John Cameron,Why do we hiccup?,"The longest recorded case of hiccups lasted for 68 years ... and was caused by a falling hog. While that level of severity is extremely uncommon, most of us are no stranger to an occasional case of the hiccups. But what causes these 'hics' in the first place? John Cameron takes us into the diaphragm to find out. [Directed by Black Powder Design, narrated by Addison Anderson].",Posted Jul 2016,https://www.ted.com/talks/john_cameron_why_do_we_hiccup,
88379f351b1c5b4a776bf7e8c4bed16a,Suzanne Simard,How trees talk to each other,"""A forest is much more than what you see,"" says ecologist Suzanne Simard. Her 30 years of research in Canadian forests have led to an astounding discovery -- trees talk, often and over vast distances. Learn more about the harmonious yet complicated social lives of trees and prepare to see the natural world with new eyes.",Posted Jul 2016,https://www.ted.com/talks/suzanne_simard_how_trees_talk_to_each_other,
bd2a7fc6862b35dc6dafcaae3fbfee25,Matt Anticole,Why the metric system matters,"For the majority of recorded human history, units like the weight of a grain or the length of a hand weren't exact and varied from place to place. Now, consistent measurements are such an integral part of our daily lives that it's hard to appreciate what a major accomplishment for humanity they've been. Matt Anticole traces the wild history of the metric system. [Directed by Globizco, narrated by Addison Anderson, music by Manuel Borda].",Posted Jul 2016,https://www.ted.com/talks/matt_anticole_why_the_metric_system_matters,
2551df5738024f53da1f86c87024b153,Ed Boyden,A new way to study the brain's invisible secrets,"Neuroengineer Ed Boyden wants to know how the tiny biomolecules in our brains generate emotions, thoughts and feelings -- and he wants to find the molecular changes that lead to disorders like epilepsy and Alzheimer's. Rather than magnify these invisible structures with a microscope, he wondered: What if we physically enlarge them and make them easier to see? Learn how the same polymers used to make baby diapers swell could be a key to better understanding our brains.",Posted Jul 2016,https://www.ted.com/talks/ed_boyden_a_new_way_to_study_the_brain_s_invisible_secrets,
67df7c695c3b544be65923d5634a1d06,Gerard Ryle,How the Panama Papers journalists broke the biggest leak in history,"Gerard Ryle led the international team that divulged the Panama Papers, the 11.5 million leaked documents from 40 years of activity of the Panamanian law firm Mossack Fonseca that have offered an unprecedented glimpse into the scope and methods of the secretive world of offshore finance. Hear the story behind the biggest collaborative journalism project in history.",Posted Jul 2016,https://www.ted.com/talks/gerard_ryle_how_the_panama_papers_journalists_broke_the_biggest_leak_in_history,
26c725aa2a9de1048a0e9e10b2703b6f,eL Seed,"A project of peace, painted across 50 buildings","eL Seed fuses Arabic calligraphy with graffiti to paint colorful, swirling messages of hope and peace on buildings from Tunisia to Paris. The artist and TED Fellow shares the story of his most ambitious project yet: a mural painted across 50 buildings in Manshiyat Naser, a district of Cairo, Egypt, that can only be fully seen from a nearby mountain.",Posted Jul 2016,https://www.ted.com/talks/el_seed_a_project_of_peace_painted_across_50_buildings,
4e29bc5cec7d1ea16da5067bc22511ab,Lisa Dyson,A forgotten Space Age technology could change how we grow food,"We're heading for a world population of 10 billion people -- but what will we all eat? Lisa Dyson rediscovered an idea developed by NASA in the 1960s for deep-space travel, and it could be a key to reinventing how we grow food.",Posted Jul 2016,https://www.ted.com/talks/lisa_dyson_a_forgotten_space_age_technology_could_change_how_we_grow_food,
ce1ead06403a2f985815302798485e26,Adam Savage,My love letter to cosplay,"Adam Savage makes things and builds experiments, and he uses costumes to add humor, color and clarity to the stories he tells. Tracing his lifelong love of costumes -- from a childhood space helmet made of an ice cream tub to a No-Face costume he wore to Comic-Con -- Savage explores the world of cosplay and the meaning it creates for its community. ""We're connecting with something important inside of us,"" he says. ""The costumes are how we reveal ourselves to each other.""",Posted Jul 2016,https://www.ted.com/talks/adam_savage_my_love_letter_to_cosplay,
fef07deb81fdb1cd608f5141f6cf4f10,Shubhendu Sharma,How to grow a forest in your backyard,"Forests don't have to be far-flung nature reserves, isolated from human life. Instead, we can grow them right where we are -- even in cities. Eco-entrepreneur and TED Fellow Shubhendu Sharma grows ultra-dense, biodiverse mini-forests of native species in urban areas by engineering soil, microbes and biomass to kickstart natural growth processes. Follow along as he describes how to grow a 100-year-old forest in just 10 years, and learn how you can get in on this tiny jungle party.",Posted Jul 2016,https://www.ted.com/talks/shubhendu_sharma_how_to_grow_a_forest_in_your_backyard,
e5efcb3b0ef6760b8e534483b1de7ff8,Sandra Rey,"Pollution-free lights, powered by microbes","Designer Sandra Rey has found a way to channel one of nature's superpowers: bioluminescence. By isolating the DNA that causes some squids to glow, and introducing it into bacteria, she's created a light source that can glow for three days -- without generating the usual pollution caused by lightbulbs. Her idea is still in development, but Rey makes a spirited case that this is a bold first step toward changing the way we light our world.",Posted Jul 2016,https://www.ted.com/talks/sandra_rey_pollution_free_lights_powered_by_microbes,
b2e30b7137b42b17012d426bd9cc6ffa,Naufal Mukumi,The dark and delicate rumble of Russian piano music,"Classical pianist Naufal Mukumi performs a selection of pieces by Russian composer Alexander Scriabin. Opening with a quiet but powerful melody, Mukumi slowly and expertly builds the intensity to a dramatic crescendo.",Posted Jul 2016,https://www.ted.com/talks/naufal_mukumi_the_dark_and_delicate_rumble_of_russian_piano_music,0
ea53e28afd19877a43f7308dedcfe860,Min Zhu,Interconnectivity: the new structure of the world economy,"The 2008 global financial crisis left the world reeling -- markets went under, millions of jobs were lost and economic security was deeply compromised -- all within the space of a few months. IMF economist Min Zhu lays out how global economies are intricately connected and how a bankruptcy in one country can cause lasting damage worldwide. Understanding these complex relationships -- and implementing systems to guard against similar meltdowns in the future -- he urges, is imperative if we're to protect against the increased volatility of our hyperglobal era.",Posted Jul 2016,https://www.ted.com/talks/min_zhu_interconnectivity_the_new_structure_of_the_world_economy,
4d8f2cde82fb05343a6f72c42b7965c4,Mike Schwartz,The potential of blockchain,"""Every now and then, a truly stellar new technology emerges, and it always takes us to places we never imagined,"" says blockchain specialist Mike Schwartz. Like the combustion engine, the telephone and the Internet before it, blockchain promises to transform how human society functions. We're not there yet but if all goes as planned, blockchain may just underpin the first real revolution of the Information Age.",Posted Jul 2016,https://www.ted.com/talks/mike_schwartz_the_potential_of_blockchain,
e798c68a6f4da1d272c8ee1651d80d34,MaJiKer,Who says you can't play the piano with your foot?,"Producer, songwriter, beatboxer and vocal arranger MaJiKer uses his whole body to express himself musically. Here, he premieres an experimental new piece that combines piano (occasionally played with his foot and head) with beatboxing, to wild effect.",Posted Jul 2016,https://www.ted.com/talks/majiker_who_says_you_can_t_play_the_piano_with_your_foot,0
d4be9a7ab124b0f41fc4fa7a2818eb13,Laura Fox,Don't shy away from ignorance — use it to better yourself,"Not everyone is comfortable with ignorance, but in this lively talk Laura Fox explains why we should all become comfortable with the words, ""I don't know."" For one thing, admitting what you don't know frees you to transform inexperience into growth -- both personally and intellectually.",Posted Jul 2016,https://www.ted.com/talks/laura_fox_don_t_shy_away_from_ignorance_use_it_to_better_yourself,
00c099772dc7787c77eabc15e7bd57f6,Lars Fæste,Want to get ahead? Be paranoid,"Lars Fæste helps CEOs transform their businesses and over the years he's noticed something troubling: managers tend to get comfortable during times of success and fail to be on constant lookout for ways to grow. Yet with today's unprecedented rate of change, constant transformation is the norm and adapting to it is the key to staying ahead of competition and volatile market trends. In other words: if it ain't broke, fix it.",Posted Jul 2016,https://www.ted.com/talks/lars_faeste_want_to_get_ahead_be_paranoid,
e5d6f08bbe487c4a4f541da667cbf7e2,Emma Marris,Nature is everywhere — we just need to learn to see it,"How do you define ""nature?"" If we define it as that which is untouched by humans, then we won't have any left, says environmental writer Emma Marris. She urges us to consider a new definition of nature -- one that includes not only pristine wilderness but also the untended patches of plants growing in urban spaces -- and encourages us to bring our children out to touch and tinker with it, so that one day they might love and protect it.",Posted Jul 2016,https://www.ted.com/talks/emma_marris_nature_is_everywhere_we_just_need_to_learn_to_see_it,
1889c10de60afeeecbcda431bed0d6bd,Leila Hoteit,3 lessons on success from an Arab businesswoman,"Professional Arab women juggle more responsibilities than their male counterparts, and they face more cultural rigidity than Western women. What can their success teach us about tenacity, competition, priorities and progress? Tracing her career as an engineer, advocate and mother in Abu Dhabi, Leila Hoteit shares three lessons for thriving in the modern world.",Posted Jul 2016,https://www.ted.com/talks/leila_hoteit_3_lessons_on_success_from_an_arab_businesswoman,
84c82ed03ddb22d4764654f807e31d24,Elise Roy,"When we design for disability, we all benefit","""I believe that losing my hearing was one of the greatest gifts I've ever received,"" says Elise Roy. As a disability rights lawyer and design thinker, she knows that being Deaf gives her a unique way of experiencing and reframing the world -- a perspective that could solve some of our largest problems. As she says: ""When we design for disability first, you often stumble upon solutions that are better than those when we design for the norm.""",Posted Jul 2016,https://www.ted.com/talks/elise_roy_when_we_design_for_disability_we_all_benefit,
78bbe516a2aa0d09ab3a164e10e84595,Ganesh Pai,Can you solve the passcode riddle?,"In a dystopian world, your resistance group is humanity's last hope. Unfortunately, you've all been captured by the tyrannical rulers and brought to the ancient coliseum for their deadly entertainment. Will you be able to solve the passcode riddle and get everyone out safely? Ganesh Pai shows how. [Directed by Jun Zee Myers, narrated by Addison Anderson].",Posted Jul 2016,https://www.ted.com/talks/ganesh_pai_can_you_solve_the_passcode_riddle,
f5ddb6b60c1b9eb56661552cf4135549,Safwat Saleem,"Why I keep speaking up, even when people mock my accent","Artist Safwat Saleem grew up with a stutter -- but as an independent animator, he decided to do his own voiceovers to give life to his characters. When YouTube commenters started mocking his Pakistani accent, it crushed him, and his voice began to leave his work. Hear how this TED Fellow reclaimed his voice and confidence in this charming, thoughtful talk.",Posted Jul 2016,https://www.ted.com/talks/safwat_saleem_why_i_keep_speaking_up_even_when_people_mock_my_accent,
b876d02f3e108f396bfd541ce78c7ae6,Emma Bryce,How to use a semicolon,"It may seem like the semicolon is struggling with an identity crisis. It looks like a comma crossed with a period. Maybe that's why we toss these punctuation marks around like grammatical confetti; we're confused about how to use them properly. Emma Bryce clarifies best practices for the semi-confusing semicolon. [Directed by Karrot Entertainment, narrated by Addison Anderson, music by Tom Jordan].",Posted Jul 2016,https://www.ted.com/talks/emma_bryce_how_to_use_a_semicolon,
819df4e10cee9197f1ad8a249619e223,Alexander Betts,Why Brexit happened — and what to do next,"We are embarrassingly unaware of how divided our societies are, and Brexit grew out of a deep, unexamined divide between those that fear globalization and those that embrace it, says social scientist Alexander Betts. How do we now address that fear as well as growing disillusionment with the political establishment, while refusing to give in to xenophobia and nationalism? Join Betts as he discusses four post-Brexit steps toward a more inclusive world.",Posted Jul 2016,https://www.ted.com/talks/alexander_betts_why_brexit_happened_and_what_to_do_next,
dfa10c7b6c8054ed35571b498a01833d,Marwa Al-Sabouni,How Syria's architecture laid the foundation for brutal war,"What caused the war in Syria? Oppression, drought and religious differences all played key roles, but Marwa Al-Sabouni suggests another reason: architecture. Speaking to us over the Internet from Homs, where for the last six years she has watched the war tear her city apart, Al-Sabouni suggests that Syria's architecture divided its once tolerant and multicultural society into single-identity enclaves defined by class and religion. The country's future now depends on how it chooses to rebuild.",Posted Jul 2016,https://www.ted.com/talks/marwa_al_sabouni_how_syria_s_architecture_laid_the_foundation_for_brutal_war,
a3273c0641e07168b2e8cbe761e100c7,John Legend,"""Redemption Song""","John Legend is on a mission to transform America's criminal justice system. Through his Free America campaign, he's encouraging rehabilitation and healing in our prisons, jails and detention centers -- and giving hope to those who want to create a better life after serving their time. With a spoken-word prelude from James Cavitt, an inmate at San Quentin State Prison, Legend treats us to his version of Bob Marley's ""Redemption Song."" ""Won't you help to sing these songs of freedom?""",Posted Jul 2016,https://www.ted.com/talks/john_legend_redemption_song,
15483dada60defda5b93dac0c4f08546,Mia Nacamulli,What is obesity?,"Obesity is an escalating global epidemic. It substantially raises the probability of diseases like diabetes, heart disease, stroke, high blood pressure, and cancer. But what is the distinction between being overweight and being obese? And how does a person become obese? Mia Nacamulli explores obesity. [Directed by Kozmonot Animation Studio, narrated by Pen-Pen Chen, music by WORKPLAYWORK and Cem Misirlioglu].",Posted Jul 2016,https://www.ted.com/talks/mia_nacamulli_what_is_obesity,
f8c0966dbb27ca403c77cac0fe163e35,Prosanta Chakrabarty,"Clues to prehistoric times, found in blind cavefish","TED Fellow Prosanta Chakrabarty explores hidden parts of the world in search of new species of cave-dwelling fish. These subterranean creatures have developed fascinating adaptations, and they provide biological insights into blindness as well as geological clues about how the continents broke apart million of years ago. Contemplate deep time in this short talk.",Posted Jun 2016,https://www.ted.com/talks/prosanta_chakrabarty_clues_to_prehistoric_times_found_in_blind_cavefish,
e13408af724b61e69205333f09e16c6d,Julia Galef,Why you think you're right — even if you're wrong,"Perspective is everything, especially when it comes to examining your beliefs. Are you a soldier, prone to defending your viewpoint at all costs -- or a scout, spurred by curiosity? Julia Galef examines the motivations behind these two mindsets and how they shape the way we interpret information, interweaved with a compelling history lesson from 19th-century France. When your steadfast opinions are tested, Galef asks: ""What do you most yearn for? Do you yearn to defend your own beliefs or do you yearn to see the world as clearly as you possibly can?""",Posted Jun 2016,https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong,
